RANK,NAME,TEAM,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,id,team_img,player_img
63,Savannah Wheeler,MTSU,G,35,38.1,17.5,5.8,14.4,40.6,1.7,4.5,37.1,4.2,4.9,86.0,4.4,5.0,1.3,0.1,2.4,4595007,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2393.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595007.png&w=350&h=254
64,Taleyah Jones,ORU,G,32,33.3,17.5,6.3,14.4,44.0,1.3,4.3,30.2,3.5,4.1,84.1,3.2,1.6,1.7,0.1,2.0,5178472,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/198.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178472.png&w=350&h=254
65,Raegan Beers,ORST,F,31,28.1,17.5,7.1,10.7,66.4,0.0,0.1,0.0,3.2,5.1,62.7,10.3,1.6,1.2,1.3,2.4,5105732,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/204.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5105732.png&w=350&h=254
66,Lauren Jensen,CREI,G,32,34.8,17.4,6.5,14.7,44.3,2.3,6.3,36.6,2.1,2.3,90.7,3.7,3.1,0.8,0.3,1.8,4597505,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/156.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4597505.png&w=350&h=254
67,Serah Williams,WIS,F,30,30.0,17.4,6.4,12.3,51.9,0.3,0.8,33.3,4.4,5.5,79.5,10.7,0.9,0.8,2.8,3.6,5108550,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/275.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108550.png&w=350&h=254
68,Kyren Whittington,TULN,G,27,30.5,17.4,6.3,12.5,50.0,1.4,4.0,35.5,3.4,4.5,76.2,3.4,2.4,2.5,0.2,2.7,4704035,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2655.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704035.png&w=350&h=254
69,Cameron Brink,STAN,F,34,25.4,17.4,6.3,12.3,51.1,0.6,2.0,30.4,4.2,5.0,83.6,11.9,2.8,0.8,3.7,2.4,4433404,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/24.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433404.png&w=350&h=254
70,Mickayla Perdue,CLE,G,35,30.5,17.3,6.0,12.7,47.3,2.4,6.3,37.6,3.0,3.9,77.0,1.5,1.7,1.1,0.1,2.4,4705385,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/325.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705385.png&w=350&h=254
71,Amari Robinson,CLEM,F,31,31.0,17.3,6.3,11.8,53.0,0.9,2.5,35.4,3.9,4.9,79.1,6.6,1.4,1.0,0.1,2.8,4433682,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/228.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433682.png&w=350&h=254
72,Jalyn Brown,ASU,G,29,35.9,17.3,6.2,16.0,38.8,1.3,3.7,35.2,3.6,4.6,76.9,4.0,1.6,0.9,0.2,2.9,4858671,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/9.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4858671.png&w=350&h=254
73,Honesty Scott-Grayson,AUB,G,31,29.5,17.3,6.3,15.2,41.3,1.3,4.2,30.2,3.4,4.5,76.8,4.2,2.3,1.5,0.4,2.8,4398777,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4398777.png&w=350&h=254
74,Tiara Young,SMU,G,30,32.2,17.2,6.3,14.0,45.0,0.4,1.5,29.5,4.1,5.9,70.5,5.2,2.1,1.0,0.3,2.7,4433298,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2567.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433298.png&w=350&h=254
75,Breaunna Gillen,UTU,G,29,34.3,17.1,6.4,13.8,46.1,0.8,2.7,29.5,3.6,4.6,77.4,7.2,5.6,1.3,0.2,2.7,4602911,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/3101.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4602911.png&w=350&h=254
76,Kyla Jones,BRWN,G,26,34.7,17.1,6.6,14.5,45.7,0.7,2.3,28.3,3.2,4.5,70.3,4.7,2.8,1.6,0.4,4.2,4705206,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/225.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705206.png&w=350&h=254
77,Samora Watson,CCSU,G,29,33.6,17.1,6.6,16.3,40.2,0.6,1.9,32.7,3.3,4.5,74.6,5.6,2.3,1.4,0.2,3.1,5107550,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2115.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107550.png&w=350&h=254
78,Jordan Webster,UCR,G,32,34.0,17.1,5.4,14.8,36.6,1.8,5.9,29.6,4.4,5.3,83.5,5.4,1.4,2.5,0.1,2.0,4704350,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/27.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704350.png&w=350&h=254
79,Leilani Correa,FLA,G,32,29.3,16.9,6.0,13.7,43.8,1.6,4.5,36.1,3.3,4.3,77.9,4.2,1.8,1.3,0.4,1.6,4595156,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/57.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595156.png&w=350&h=254
80,Peyton Kennedy,SLU,F,40,30.6,16.9,6.3,12.8,49.3,1.9,5.0,38.5,2.4,2.7,87.0,5.3,1.4,1.5,0.3,2.0,4704135,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/139.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704135.png&w=350&h=254
81,Sarah Ashlee Barker,ALA,G,33,29.8,16.8,6.5,13.2,49.1,1.3,3.6,35.3,2.6,3.7,71.1,6.3,2.9,1.9,0.5,3.1,4703794,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/333.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4703794.png&w=350&h=254
82,Brooklyn Meyer,SDST,F,33,28.2,16.8,6.7,11.4,58.8,0.0,0.0,0.0,3.5,5.5,63.0,7.6,1.8,0.9,1.8,2.7,5109985,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2571.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109985.png&w=350&h=254
83,Javyn Nicholson,UGA,F,30,30.6,16.8,6.9,14.5,47.4,0.0,0.0,0.0,3.1,4.2,73.8,8.7,1.1,0.9,0.5,2.6,4432863,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/61.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4432863.png&w=350&h=254
84,Laila Phelia,MICH,G,33,35.1,16.8,5.9,14.0,42.3,1.1,3.4,32.1,3.9,4.9,80.1,3.6,2.0,1.2,0.3,2.1,4433541,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/130.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433541.png&w=350&h=254
85,Anaya Peoples,DEP,G,31,32.0,16.8,6.6,15.1,44.0,0.3,1.8,17.9,3.2,4.5,71.2,8.0,3.4,2.4,0.9,2.6,4432842,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/305.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4432842.png&w=350&h=254
86,Madison Griggs,MEM,G,30,37.1,16.8,5.9,16.1,36.9,3.1,8.4,36.5,1.9,2.4,78.9,3.2,2.0,1.8,0.2,3.0,4433344,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/235.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433344.png&w=350&h=254
87,Jasmine Gayles,SF,G,30,34.6,16.8,5.4,14.8,36.6,1.9,6.4,29.2,4.1,5.7,72.5,4.0,2.5,0.9,0.0,3.3,4594849,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2539.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594849.png&w=350&h=254
88,Bronagh Power-Cassidy,HC,G,32,33.1,16.8,6.3,13.9,45.1,2.5,6.3,40.0,1.7,2.2,77.5,4.9,1.7,1.0,0.5,1.8,4704715,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/107.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704715.png&w=350&h=254
89,Amber Scalia,STMN,G,31,33.2,16.8,5.3,12.6,41.6,2.0,5.6,34.9,4.3,5.1,84.2,2.8,2.7,1.1,0.2,3.3,5109982,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2900.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109982.png&w=350&h=254
90,Aziaha James,NCSU,G,38,31.9,16.8,6.1,14.6,41.6,2.0,5.8,34.2,2.6,3.4,78.1,4.6,2.9,1.0,0.2,2.2,4433807,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/152.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433807.png&w=350&h=254
91,Emma Ronsiek,CREI,F,32,33.9,16.8,5.8,12.4,47.2,1.3,3.8,33.1,3.8,4.3,89.1,5.3,2.7,1.0,1.2,2.1,4598617,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/156.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4598617.png&w=350&h=254
92,Milahnie Perry,AFA,G,32,31.9,16.7,6.2,15.5,39.6,1.3,3.8,35.5,3.1,4.0,77.2,2.4,2.6,1.3,0.5,2.0,5109375,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2005.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109375.png&w=350&h=254
93,Grace Berg,DRKE,F,35,29.8,16.7,6.1,12.1,50.8,1.4,4.0,34.3,3.1,3.7,81.7,5.2,2.6,0.7,0.3,2.9,4398741,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2181.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4398741.png&w=350&h=254
94,Lauren Gustin,BYU,F,33,37.0,16.7,7.4,14.8,50.3,0.0,0.4,7.7,1.8,4.0,45.1,15.3,1.8,0.5,0.2,3.3,4595746,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/252.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595746.png&w=350&h=254
95,Zaay Green,UAPB,G,29,34.6,16.7,6.6,15.5,42.3,1.0,3.4,30.0,2.6,3.9,65.5,7.6,5.6,2.2,0.6,2.9,4398766,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2029.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4398766.png&w=350&h=254
96,Kyla McMakin,SLU,G,40,34.4,16.7,5.8,15.7,36.9,1.5,4.2,34.5,3.7,4.6,79.8,3.0,1.2,1.0,0.2,2.4,4594907,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/139.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594907.png&w=350&h=254
97,Abby Beeman,MRSH,G,33,28.7,16.6,6.2,12.9,47.8,2.0,5.7,35.8,2.2,3.1,71.8,5.6,6.3,2.3,0.2,3.8,4721725,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/276.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4721725.png&w=350&h=254
98,Colbi Maples,CLE,G,35,29.1,16.6,5.7,12.9,44.4,0.9,2.8,34.0,4.1,6.0,68.7,2.2,4.1,1.8,0.1,3.3,4900469,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/325.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4900469.png&w=350&h=254
99,Kenley McCarn,UTM,G,32,37.8,16.5,5.9,13.7,43.2,2.1,5.7,37.2,2.6,3.1,83.0,4.5,2.8,1.5,0.3,3.7,5106838,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2630.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5106838.png&w=350&h=254
100,Esmeralda Morales,PRST,G,31,36.0,16.5,5.4,14.4,37.3,2.8,8.3,33.9,3.0,3.3,90.3,2.4,2.8,1.1,0.0,2.2,4899533,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2502.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899533.png&w=350&h=254
101,Madison Booker,TEX,F,37,30.8,16.5,6.2,13.5,45.7,0.5,1.7,30.6,3.6,4.1,87.6,5.0,5.0,1.5,0.4,2.9,5175792,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/251.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175792.png&w=350&h=254
102,Grace Larkins,SDAK,G,36,32.6,16.5,5.6,11.9,47.1,1.2,3.5,34.9,4.0,4.7,85.8,7.4,4.9,1.6,0.3,3.7,4899816,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/233.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899816.png&w=350&h=254
103,Leah Earnest,VAL,F,30,31.0,16.5,6.0,12.7,47.1,1.0,3.4,28.7,3.5,4.6,75.5,7.1,2.7,1.2,0.3,3.3,4705620,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2674.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705620.png&w=350&h=254
104,Jane Asinde,UTEP,F,30,30.9,16.5,5.6,12.0,46.5,0.4,1.5,26.1,4.9,7.0,70.1,9.0,1.7,1.7,0.6,3.7,4898642,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2638.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898642.png&w=350&h=254
105,Adrianna Smith,ME,F,34,34.0,16.4,6.3,14.5,43.4,0.3,1.1,25.6,3.6,4.6,76.6,10.8,4.7,1.4,0.7,2.9,4898966,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/311.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898966.png&w=350&h=254
106,Aneesah Morrow,LSU,G,37,32.8,16.4,6.5,14.0,46.4,0.4,1.6,21.7,3.1,3.8,80.1,10.0,1.7,2.5,1.1,1.9,4684384,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/99.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4684384.png&w=350&h=254
107,Makira Cook,ILL,G,31,34.7,16.4,5.8,14.4,40.0,1.5,4.2,35.4,3.4,4.0,85.4,3.1,4.4,1.0,0.2,2.8,4682764,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/356.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4682764.png&w=350&h=254
108,Reagan Bass,AKR,F,29,35.0,16.4,5.7,11.8,48.2,0.4,1.3,29.7,4.7,5.9,78.5,9.9,1.1,0.9,0.8,2.9,4899611,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2006.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899611.png&w=350&h=254
109,Hayley Frank,MIZ,F,27,32.8,16.4,5.7,12.9,44.4,2.2,6.0,37.3,2.7,3.0,92.5,6.4,2.0,0.6,0.5,2.1,4433637,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/142.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433637.png&w=350&h=254
110,Katie Davidson,IUIN,G,28,33.1,16.4,6.0,13.9,42.8,1.0,3.3,31.9,3.4,4.1,82.6,3.5,1.5,1.3,0.5,2.6,4705364,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/85.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705364.png&w=350&h=254
111,Deja Kelly,UNC,G,33,36.1,16.3,5.2,15.0,34.6,1.0,3.6,28.6,4.9,7.1,69.4,3.9,3.2,1.4,0.3,2.7,4433410,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433410.png&w=350&h=254
112,Maya McDermott,UNI,G,31,28.1,16.3,6.0,14.0,42.5,1.8,5.4,33.3,2.6,2.7,96.4,2.9,3.5,1.0,0.0,1.3,4704852,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2460.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704852.png&w=350&h=254
113,Mariona Planes Fortuny,BRY,F,29,32.8,16.3,5.9,12.0,48.7,0.6,1.9,29.6,4.0,5.3,76.5,6.5,2.8,0.9,1.2,3.0,4705424,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2803.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705424.png&w=350&h=254
114,Lauren Bevis,HPU,G,31,33.3,16.3,4.9,11.7,41.9,2.5,6.7,37.5,3.9,4.4,89.7,3.2,1.0,1.0,0.2,1.9,4594891,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2272.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594891.png&w=350&h=254
115,Sara Scalia,IU,G,32,32.9,16.3,5.2,11.8,43.5,3.2,7.5,42.7,2.7,3.0,89.7,3.8,2.4,0.9,0.1,1.0,4433394,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/84.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433394.png&w=350&h=254
116,JerKaila Jordan,MSST,G,35,30.9,16.2,6.1,13.7,44.5,1.1,3.4,33.3,2.9,3.7,79.1,5.9,2.4,2.1,0.7,2.3,4433741,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/344.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433741.png&w=350&h=254
117,Ryann Payne,PV,G,29,31.0,16.2,5.9,14.2,41.4,0.8,2.8,30.0,3.6,4.2,84.6,3.4,2.5,2.3,0.2,2.6,4399220,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2504.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4399220.png&w=350&h=254
118,DesiRay Kernal,UNT,F,32,30.8,16.2,5.4,10.7,50.3,0.6,1.6,38.5,4.8,6.3,77.0,8.5,2.3,1.5,0.2,3.7,4705951,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/249.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705951.png&w=350&h=254
119,Nya Robertson,GW,G,28,30.8,16.2,5.3,14.4,37.0,2.5,7.3,34.1,3.0,4.0,75.9,2.8,1.4,0.5,0.3,3.4,5107471,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/45.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107471.png&w=350&h=254
120,Maddie Warren,UTU,G,31,34.3,16.2,5.7,13.5,42.5,2.5,7.1,34.5,2.2,3.0,74.2,4.9,2.5,1.4,0.3,3.1,4900105,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/3101.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4900105.png&w=350&h=254
121,Nylah Young,W&M,F,29,23.2,16.1,5.8,13.1,44.4,0.1,0.4,16.7,4.4,4.9,88.8,5.4,0.6,0.9,0.6,2.0,4595522,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2729.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595522.png&w=350&h=254
122,Cheyenne Stubbs,USU,G,30,33.2,16.1,5.2,13.7,38.1,2.0,5.8,33.9,3.6,4.8,75.2,4.0,1.9,1.7,0.1,3.0,4899746,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/328.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899746.png&w=350&h=254
123,Sarah Te-Biasu,VCU,G,32,31.8,16.0,5.4,13.3,40.7,2.6,6.9,37.7,2.5,2.9,86.2,3.2,2.9,2.0,0.0,2.2,4704160,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2670.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704160.png&w=350&h=254
124,Ashlyn Traylor-Walker,RAD,G,33,31.7,16.0,5.5,15.0,36.8,1.2,4.7,26.0,3.8,5.1,73.8,6.1,2.4,1.7,0.8,4.5,5175908,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2515.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175908.png&w=350&h=254
125,Laila Blair,HOU,G,29,29.1,15.9,5.4,14.6,36.9,1.7,5.7,29.9,3.5,4.0,87.8,3.6,2.7,1.6,0.1,2.9,4433451,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/248.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433451.png&w=350&h=254
126,Gigi Gonzalez,STBK,G,33,30.9,15.9,5.3,13.4,39.8,1.3,4.3,31.2,3.9,4.8,82.2,3.8,4.8,1.4,0.0,3.9,4594370,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2619.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594370.png&w=350&h=254
127,Kayla Cooper,ALB,G,32,29.8,15.9,6.4,12.0,53.0,0.0,0.1,0.0,3.2,4.3,72.7,7.3,2.1,1.4,0.5,3.0,4704377,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/399.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704377.png&w=350&h=254
128,Sisi Eleko,CAN,F,31,30.4,15.9,5.8,11.7,49.9,0.5,1.3,43.6,3.7,5.0,73.5,10.6,1.2,0.6,0.3,3.6,5108964,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2099.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108964.png&w=350&h=254
129,Kaitlyn Chen,PRIN,G,30,34.9,15.8,6.3,13.0,48.8,0.7,2.2,32.8,2.4,3.1,76.6,3.5,4.9,1.3,0.3,2.8,4899328,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/163.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899328.png&w=350&h=254
130,Tommisha Lampkin,UNT,F,32,28.6,15.8,6.4,10.3,61.6,0.0,0.1,0.0,3.0,5.5,55.1,7.8,0.9,0.9,1.2,2.3,4433476,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/249.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433476.png&w=350&h=254
